uid,address,title,summary,body,collection,terms,year_from,year_to,user,destination_dir
dor33,http://www.dornc.com/downloads/indiv_archive/01archive/D-403_2001_Web.pdf|http://www.dornc.com/downloads/indiv_archive/01archive/D-403A_2001_Web.pdf|http://www.dornc.com/downloads/indiv_archive/01archive/D-403TC_2001_Web.pdf|http://www.dornc.com/downloads/indiv_archive/01archive/NC_k-1_D403_2001_Web.pdf|http://www.dornc.com/downloads/indiv_archive/02archive/D-403TC_2001_Web.pdf,2001 Partnership Income Tax Forms Webfill,"2001 Form D-403 Web Partnership Income Tax Return 2001 Form D-403 A Web Instructoins for Partnership Income Tax Return 2001 Form D-403TC Web Partnership Tax Credit Summary 2001 Form NC K-1 D-403 Partner's Share of North Carolina Income, Adjustments, and Credits 2001 Form D-403TC Web Partnership Tax Credit Summary","2001 Form D-403 Web Partnership Income Tax Return 2001 Form D-403 A Web Instructoins for Partnership Income Tax Return 2001 Form D-403TC Web Partnership Tax Credit Summary - File this form with Form D-403, Partnership Income Tax return, if the partnership claims a tax credit and there are nonresident partners whose share of the tax due is being paid by the manager of the partnership. 2001 Form NC K-1 D-403 Partner's Share of North Carolina Income, Adjustments, and Credits 2001 Form D-403TC Web Partnership Tax Credit Summary - File this form with Form D-403, Partnership Income Tax return, if the partnership claims a tax credit and there are nonresident partners whose share of the tax due is being paid by the manager of the",Forms,"Partnerships,Individual Income Tax",2001,,0,forms
dor34,http://www.dornc.com/downloads/corp_archive/01archive/CD401S_2001.pdf|http://www.dornc.com/downloads/corp_archive/01archive/CD401S_NC_k1_2001.pdf|http://www.dornc.com/downloads/corp_archive/01archive/CD415S_Instructions_2001.pdf|http://www.dornc.com/downloads/corp_archive/01archive/NCNA_2001.pdf|http://www.dornc.com/downloads/corp_archive/02archive/CD401S_2002.pdf|http://www.dornc.com/downloads/corp_archive/02archive/CD401S_Instructions_2002.pdf|http://www.dornc.com/downloads/corp_archive/02archive/CD401S_NC_k1_2002.pdf,2001 S Corporation Tax Forms,"S Corporation Tax Return 2001, CD-401S Shareholder's Share of NC Income, Adjustments, Credits, NC K-1 CD-401S 2001 CD-401S S Corporation Tax Return Instructions  2001 NC-NA Nonresident Shareholder Agreement S Corporation Tax Return 2002, CD-401S 2002 CD-401S S Corporation Tax Return Instructions  Shareholder's Share of NC Income, Adjustments, Credits, NC K-1 CD-401S","This form is to be used in filing the North Carolina S Corporation tax return. This form is used by shareholders in S-Corporations to report shareholder's share of NC income, adjustments and credits. This document provides guidance in the preparation of the North Carolina S Corporation tax return. 2001 NC-NA Nonresident Shareholder Agreement This form is to be used in filing the North Carolina S Corporation tax return. This document provides guidance in the preparation of the North Carolina S Corporation tax return. This form is used by shareholders in S-Corporations to report shareholder's share of NC income, adjustments and credits.",Forms,"Corporate Income Tax,Franchise Tax",2002,,0,forms
dor35,http://www.dornc.com/downloads/indiv_archive/01archive/D422_2001_Web.pdf,2001 Underpayment of Estimated Tax by Individuals,2001 Form D-422 Web Underpayment of Estimated Tax by Individuals,2001 Form D-422 Web Underpayment of Estimated Tax by Individuals - Use this form to see if you owe a penalty for underpaying your estimated tax.,Forms,"Individual Income Tax,Partnerships",2001,,0,forms
dor36,http://www.dornc.com/downloads/fillin/01individual/D410G_2001_Webfill.pdf,2001 Webfill Application for Extension for Filing Gift Tax Return,2001 Webfill Application for Extension for Filing Gift Tax Return,"Purpose - Use Form D-410G to ask for 6 more months to file the North Carolina Gift Tax Return, Form G-600.  If this application for extension is not filed, a gift tax return must be filed on or before April 15 following the close of the calendar year in which a gift is made.",Forms,"Estate Tax,Individual Income Tax",2001,,0,forms
dor37,http://www.dornc.com/downloads/fillin/01individual/D410_2001_Webfill.pdf,2001 Webfill Application for Extension for Filing Individual Income Tax Return,2001 Webfill Application for Extension for Filing Individual Income Tax Return,"Purpose - Use Form D-410 to ask for 6 more months to file the North
Carolina Individual Income Tax Return, Form D-400.",Forms,"Individual Income Tax,Partnerships",2001,,0,forms
dor38,http://www.dornc.com/downloads/fillin/01individual/D410P_2001_Webfill.pdf,"2001 Webfill Application for Extension for Filing Partnership, Estate, or Trust Tax Return","2001 Webfill Application for Extension for Filing Partnership, Estate, or Trust Tax Return","Purpose - Use Form D-410P to ask for 6 more months to file the North Carolina Partnership Income Tax Return, Form D-403 or the North Carolina Estates and Trusts Income Tax Return, Form D-407.",Forms,"Partnerships,Estates and Trusts (Fiduciary)",2001,,0,forms
dor39,http://www.dornc.com/downloads/indiv_archive/02archive/D422A_2002.pdf,2002 Annualized Income Installment Worksheet,2002 Form D-422A Web Annualized Income Installment Worksheet,"2002 Form D-422A Web Annualized Income Installment Worksheet - If your income varied during the year because for example, you operated your business on a seasonal basis, you may be able to lower or eliminate the amount of your required installment for the due dates by using the annualized income installment method.",Forms,"Individual Income Tax,Partnerships",2002,,0,forms
dor40,http://www.dornc.com/downloads/corp_archive/02archive/CD405_2002.pdf|http://www.dornc.com/downloads/corp_archive/02archive/CD405_Instructions_2002.pdf|http://www.dornc.com/downloads/corp_archive/02archive/CD425_2002.pdf,2002 C Corporation Tax Forms,2002 CD-405 C Corporation Tax Return 2002 CD-405 C Corporation Tax Return Instructions  2002 CD-425 Corporate Tax Credit Summary,2002 CD-405 C Corporation Tax Return 2002 CD-405 C Corporation Tax Return Instructions  2002 CD-425 Corporate Tax Credit Summary,Forms,"Corporate Income Tax,Franchise Tax,Insurance Premium Tax",2002,,0,forms
dor41,http://www.dornc.com/downloads/corp_archive/02archive/CD418_2002.pdf,2002 CD-418 Cooperative or Mutual Association,2002 CD-418 Cooperative or Mutual Association Tax Return,2002 CD-418 Cooperative or Mutual Association Tax Return,Forms,Corporate Income Tax,2002,,0,forms
dor42,http://www.dornc.com/downloads/corp_archive/02archive/CD429B_2002.pdf,2002 CD-429B Underpayment of Estimated Tax by C Corporations,"Underpayment of Estimated Tax by C Corporations 2002, CD-429B",This form is used by C Corporations to determine if the corporation underpaid estimated tax.,Forms,Corporate Income Tax,2002,,0,forms
dor43,http://www.dornc.com/downloads/fillin/02corporate/CD479_2001_Webfill.pdf,2002 CD-479 Web-Fill Business Corporation Annual Report,2002 CD-479 Web-Fill Business Corporation Annual Report,2002 CD-479 Web-Fill Business Corporation Annual Report,Forms,"Corporate Income Tax,Franchise Tax",2002,,0,forms
dor44,http://www.dornc.com/downloads/indiv_archive/02archive/D407_2002.pdf|http://www.dornc.com/downloads/indiv_archive/02archive/D407A_2002.pdf,2002 Estates and Trusts Tax Forms Handwritten,2002 Form D-407 Web Estates and Trusts Income Tax Return 2002 Form D-407A Web Instructions for Estates and Trusts Income Tax Return,2002 Form D-407 Web Estates and Trusts Income Tax Return 2002 Form D-407A Web Instructions for Estates and Trusts Income Tax Return,Forms,"Estates and Trusts (Fiduciary),Partnerships,Individual Income Tax",2002,,0,forms
dor45,http://www.dornc.com/downloads/fillin/02individual/D407_2002_Webfill.pdf|http://www.dornc.com/downloads/fillin/02individual/D-407TC_2002_WebFill.pdf|http://www.dornc.com/downloads/indiv_archive/02archive/NC%20K-1_D407_2001_Web.pdf,2002 Estates and Trusts Tax Forms Webfill,"2002 Form D-407 Webfill Estates and Trusts Income Tax Return 2002 Form D-407TC Webfill North Carolina Estate and Trusts Tax Credit Summary Form NC K-1 D-407 Web Beneficiary's Share of North Carolina Income, Adjustments, and Credits","2002 Form D-407 Webfill Estates and Trusts Income Tax Return File this form with Form D-407, Estates and Trusts Income Tax Return, if any tax credits are to be allocated to the Fiduciary. Form NC K-1 D-407 Web Beneficiary's Share of North Carolina Income, Adjustments, and Credits",Forms,"Partnerships,Individual Income Tax",2002,,0,forms
dor46,http://www.dornc.com/downloads/fillin/02individual/A101_2002_WebFill.pdf,2002 Form A-101 Webfill North Carolina Estate Tax Return,2002 Form A-101 Webfill North Carolina Estate Tax Return,"2002 Form A-101 Webfill North Carolina Estate Tax Return (For deaths occuring on or after January 1, 2002)",Forms,"Estates and Trusts (Fiduciary),Individual Income Tax",2002,,0,forms
dor47,http://www.dornc.com/downloads/indiv_archive/02archive/G600_2002.pdf,2002 Form G-600 Web Gift Tax Return,2002 Form G-600 Web Gift Tax Return,2002 Form G-600 Web Gift Tax Return,Forms,"Estates and Trusts (Fiduciary),Partnerships,Individual Income Tax",2002,,0,forms
dor48,http://www.dornc.com/downloads/fillin/02individual/G600_2002_Webfill.pdf,2002 Form G-600 Webfill Gift Tax Return,2002 Form G-600 Webfill Gift Tax Return,2002 Form G-600 Webfill Gift Tax Return,Forms,"Estates and Trusts (Fiduciary),Individual Income Tax",2002,,0,forms
dor49,http://www.dornc.com/downloads/fillin/02individual/NC1099NRS_2002_Webfill.pdf,2002 Form NC-1099NRS Webfill Report of Sale of Real Property by Nonresidents,2002 Form NC-1099NRS Webfill Report of Sale of Real Property by Nonresidents,2002 Form NC-1099NRS Webfill Report of Sale of Real Property by Nonresidents,Forms,"Individual Income Tax,Partnerships",2002,,0,forms
